"Subject" "Activity" "FeaturesStdDevMean.names" "tBodyAccMeanX" "tBodyAccMeanY" "tBodyAccMeanZ" "tBodyAccStdX" "tBodyAccStdY" "tBodyAccStdZ" "tGravityAccMeanX" "tGravityAccMeanY" "tGravityAccMeanZ" "tGravityAccStdX" "tGravityAccStdY" "tGravityAccStdZ" "tBodyAccJerkMeanX" "tBodyAccJerkMeanY" "tBodyAccJerkMeanZ" "tBodyAccJerkStdX" "tBodyAccJerkStdY" "tBodyAccJerkStdZ" "tBodyGyroMeanX" "tBodyGyroMeanY" "tBodyGyroMeanZ" "tBodyGyroStdX" "tBodyGyroStdY" "tBodyGyroStdZ" "tBodyGyroJerkMeanX" "tBodyGyroJerkMeanY" "tBodyGyroJerkMeanZ" "tBodyGyroJerkStdX" "tBodyGyroJerkStdY" "tBodyGyroJerkStdZ" "tBodyAccMagMean" "tBodyAccMagStd" "tGravityAccMagMean" "tGravityAccMagStd" "tBodyAccJerkMagMean" "tBodyAccJerkMagStd" "tBodyGyroMagMean" "tBodyGyroMagStd" "tBodyGyroJerkMagMean" "tBodyGyroJerkMagStd" "fBodyAccMeanX" "fBodyAccMeanY" "fBodyAccMeanZ" "fBodyAccStdX" "fBodyAccStdY" "fBodyAccStdZ" "fBodyAccMeanFreqX" "fBodyAccMeanFreqY" "fBodyAccMeanFreqZ" "fBodyAccJerkMeanX" "fBodyAccJerkMeanY" "fBodyAccJerkMeanZ" "fBodyAccJerkStdX" "fBodyAccJerkStdY" "fBodyAccJerkStdZ" "fBodyAccJerkMeanFreqX" "fBodyAccJerkMeanFreqY" "fBodyAccJerkMeanFreqZ" "fBodyGyroMeanX" "fBodyGyroMeanY" "fBodyGyroMeanZ" "fBodyGyroStdX" "fBodyGyroStdY" "fBodyGyroStdZ" "fBodyGyroMeanFreqX" "fBodyGyroMeanFreqY" "fBodyGyroMeanFreqZ" "fBodyAccMagMean" "fBodyAccMagStd" "fBodyAccMagMeanFreq" "fBodyBodyAccJerkMagMean" "fBodyBodyAccJerkMagStd" "fBodyBodyAccJerkMagMeanFreq" "fBodyBodyGyroMagMean" "fBodyBodyGyroMagStd" "fBodyBodyGyroMagMeanFreq" "fBodyBodyGyroJerkMagMean" "fBodyBodyGyroJerkMagStd" "fBodyBodyGyroJerkMagMeanFreq"
"11" "1" "WALKING" NA NA -0.00595152245 -0.0997373095 NA 0.20920102 -0.12254496 0.91659698 -0.28530253 NA -0.980190805 -0.99029827 NA 0.0990980165 -0.044309143 -0.018248447 -0.165207735 -0.018692846 -0.46769634 -0.0525692605 NA 0.016669458 -0.539070075 NA -0.306369505 -0.25613684 -0.168331 0.0009310575 NA -0.29733217 -0.41481954 NA -0.268679115 -0.10480876 NA -0.0807050335 -0.17393461 -0.088675755 -0.15542577 NA -0.43855391 -0.176623605 NA -0.32138669 -0.38657078 -0.0066595016 -0.28549448 -0.24034828 0.14342856 0.153227045 NA -0.157713655 -0.428475545 NA 0.0545751695 -0.49547394 -0.31984796 -0.413690505 NA -0.31845693 -0.0344772335 NA -0.54241391 -0.024582546 NA 0.066422094 -0.24182798 -0.078973807 -0.1576638595 NA 0.1301297465 -0.092465524 NA -0.0185629105 -0.24418375 -0.24022933 0.33039372 NA -0.38862207 0.233752435
"12" "1" "WALKING" NA NA -0.0054225355 -0.18016197 NA 0.149782515 -0.21338751 0.91789362 -0.287041825 NA -0.98704848 -0.967363295 NA -0.198195 0.013017354 -0.20932871 -0.0987563025 -0.17046131 -0.46746266 -0.0498969175 NA 0.0685444925 -0.500337415 NA -0.333083765 -0.33244254 -0.30200773 0.002111005 NA -0.27319393 -0.390051455 NA -0.2256144 -0.12980293 NA -0.073409688 -0.21994358 -0.12562075 -0.195968175 NA -0.422772565 -0.14699121 NA -0.308059225 -0.27172376 0.10549498 -0.26218476 NA -0.092989657 -0.1040016805 NA -0.1124018615 -0.49523607 NA 0.25011932 -0.51021094 -0.11108063 -0.419804975 NA -0.331161595 -0.07062438665 NA -0.565604225 -0.039331806 -0.44643655 0.222352755 -0.30652056 0.085972178 -0.1636545 NA 0.16866629 -0.065817278 NA 0.168872355 -0.26831853 -0.22992059 0.319840645 NA -0.35296256 0.20744523
"13" "1" "WALKING" NA 0.22251789 -0.01956835 NA -0.29758635 0.027917204 NA 0.93653446 -0.2642781 -0.10966081 -0.97176423 NA -0.957213235 -0.217418865 NA -0.00588063 -0.015193506 0.23784188 -0.502610255 NA -0.12885304 0.0404353845 NA -0.094336252 -0.39878052 NA -0.32525253 0.13645072 -0.17338228 -0.26969062 NA -0.174453175 -0.24578907 NA -0.210116825 -0.16292627 -0.045652965 -0.155751845 -0.21605518 -0.28124037 -0.334029185 NA 0.065700851 -0.327384295 NA 0.0208746468 -0.17781648 -0.20213856 0.26396512 NA -0.24844912 -0.065200938 NA -0.28867257 0.016051207 NA -0.200710985 -0.46512323 0.25042383 -0.289680065 NA -0.25639851 -0.49801051 NA -0.456968785 -0.070288769 -0.034136404 0.059354069 -0.16681083 -0.42199881 0.23334969 NA -0.0694493555 0.225284745 NA -0.25053447 0.41813914 -0.27709925 -0.41301732 NA
"14" "1" "WALKING" NA 0.22247974 -0.0027478564 NA -0.375671845 0.072865343 NA 0.92862017 -0.25983791 -0.096890989 -0.982314255 NA -0.964805935 0.02913551 NA 0.2658714135 -0.30650885 0.01401164 -0.519227975 -0.47972952 -0.11050095 0.03785754705 NA -0.10052281 -0.401526315 NA -0.0594512835 0.23877062 -0.1840607 -0.31086234 NA -0.12359074 -0.23156303 NA -0.2256144 -0.2019714 NA -0.103429377 -0.29084739 -0.18212964 -0.260425585 NA 0.0547152695 -0.37107574 NA 0.1628999655 -0.23757804 -0.13800889 0.119020001 NA -0.19520515 -0.09292092915 NA -0.13537306 0.0785577645 NA -0.178561345 -0.37556471 0.14948737 -0.30213476 NA -0.310628565 -0.516209325 NA -0.42669048 0.215049 -0.050093365 0.0960754635 -0.079277624 -0.36752882 0.15556878 NA -0.2032069665 0.2558752 NA -0.261285125 0.25039229 -0.10586027 -0.428937695 NA
"15" "1" "WALKING" NA 0.28111697 -0.0230248435 NA -0.340042115 0.06505902935 NA 0.92643099 -0.25710034 -0.092812224 -0.97987187 NA -0.856247315 0.2399248535 NA -0.01920496 -0.20323289 0.02501148 -0.522533495 0.094091481 -0.090590294 0.11397327 NA -0.11939101 -0.34658959 NA 0.360617895 -0.010926571 -0.14928822 -0.325191345 NA -0.17396322 -0.2581533 NA -0.268679115 -0.15146378 NA -0.092391799 -0.090123903 -0.19666025 -0.24731559 NA 0.013897477 -0.329341325 NA 0.056525347 -0.098385402 -0.28843545 0.05561852505 -0.1267052 -0.18655653 -0.0324198985 NA -0.118082732 0.12997657486 NA -0.14293164 -0.13849441 -0.019219864 -0.36428763 NA -0.33024601 -0.5235506 NA -0.440918975 0.015490945 NA 0.041438706 -0.15631258 -0.31211802 0.21969296 NA -0.1404778655 0.050447203 NA -0.289088005 0.29880192 -0.039127844 -0.378860265 NA
"16" "1" "WALKING" NA 0.272899055 -0.031743264 NA -0.23768898 0.16428792 -0.27211877 0.9361716 NA -0.0566269775 -0.977925065 NA -0.96649762 -0.17405369 0.4990113 -0.167067745 -0.10835028 0.077604278 -0.545732435 NA -0.0419544185 0.10875717 NA -0.0476712855 -0.32240541 -0.063644054 -0.10941922 NA -0.11094973 -0.30272286 NA -0.214106235 -0.25305003 NA -0.216385305 -0.12948008 0.295857 -0.18544571 NA -0.352646175 -0.30607634 NA 0.173110205 -0.31909457 -0.38223969 0.180385615 -0.17778017 -0.24022811 0.1109332765 NA -0.1511082865 -0.052914298 NA -0.162844335 -0.052800462 -0.41989631 -0.26741619 NA -0.28291653 -0.369930225 NA -0.254748275 -0.55327845 NA -0.378146935 -0.17980673 0.062775614 0.084278188 NA -0.42128693 0.192764875 NA -0.05015717 0.022105937 -0.042453151 -0.307327125 NA -0.3575208 -0.483726835 NA
"17" "1" "WALKING" NA 0.30004355 0.00441647815 NA -0.278050435 0.022312942 -0.27673339 0.935090575 NA -0.11483682 -0.97656568 NA -0.964048245 0.314329 NA 0.0777301576 -0.17769459 0.2017071 -0.515748955 NA 0.0300021705 0.12983637 NA -0.010981167975 -0.29837084 -0.015699369 -0.053717515 NA -0.22807155 -0.359066865 NA -0.200929475 -0.275496465 NA -0.098255076 -0.1598686 0.24745105 -0.164769516 NA -0.37112599 -0.30086497 NA 0.087070935 -0.2746545 -0.37078724 0.105712061 -0.32216393 -0.21389026 0.147558013 NA -0.27551293 -0.0410630735 NA -0.13304323 -0.010835726 -0.36691144 -0.1327919495 NA -0.11009422 -0.388358485 NA -0.315232255 -0.52210762 NA -0.37284528 -0.17515958 0.23627492 -0.008806148 NA -0.43860246 0.229251225 NA -0.065823045 0.015740678 -0.1510693 -0.30925554 -0.00046986504 -0.31714569 -0.41113142 NA
"18" "1" "WALKING" NA 0.298014965 -0.015747765 NA -0.269220295 0.034774517 -0.2567271 0.94239819 NA -0.1149785 -0.984389685 NA -0.956815765 0.46707036 NA 0.41865349 -0.12048623 0.25749187 -0.50142315 NA 0.0312144225 0.119781 NA -0.0106422375 -0.43151087 -0.095098173 -0.1473167125 -0.14213364 -0.28393851 -0.332845665 NA -0.208327845 -0.20324939 NA -0.24225698 -0.2060086 0.011612525 -0.19345369 NA -0.24175863 -0.277657355 NA 0.09084111 -0.33885732 NA 0.14538874 -0.29008541 -0.27141571 0.1283235885 NA -0.233260795 -0.0282745295 NA -0.116575754 0.080495392 -0.39109061 -0.174939315 NA -0.13317498 -0.2818163 NA -0.28890779 -0.499626515 NA -0.38862928 -0.17637171 0.008750411 -0.143625545 NA -0.401661255 0.1769441965 NA -0.0629606745 0.22735472 -0.19027357 -0.34429849 0.13022438 -0.27048888 -0.402964245 NA
"19" "1" "WALKING" NA 0.273750185 -0.0176490785 NA -0.25763504 0.055164926 -0.28776029 0.946196055 NA -0.1031604 -0.971714385 NA -0.96911565 -0.04131341 NA -0.026871845 -0.19243345 0.16448896 -0.509898125 NA 0.0578021962 0.05154380155 NA -0.0562286185 -0.37812283 -0.080440082 -0.0520939025 -0.089260236 -0.14893598 -0.32192957 NA -0.234945805 -0.21881101 NA -0.22625322 -0.1466642 0.19348517 -0.21126248 NA -0.28059692 -0.32449445 NA 0.076898574 -0.35554991 NA 0.071774232 -0.21697496 -0.17097276 0.159402795 NA -0.2582682 -0.0988586595 NA -0.0933771185 -0.032820151 -0.51577397 -0.2021923565 -0.52037105 -0.059179655 -0.388426955 NA -0.2545064 -0.535121435 NA -0.41619328 0.1925116 0.025363404 -0.0622553589 NA -0.36225891 0.234629355 NA -0.07004761885 0.10701003 NA -0.317783565 0.2004148 -0.13696569 -0.304275755 NA
"20" "1" "WALKING" NA 0.236197885 -0.0031755138 NA -0.24636295 -0.01738215 -0.3538676 0.943016985 -0.24594143 -0.1030886 -0.97007236 NA -0.972028575 0.226439376 NA 0.11373993 -0.24577701 0.069993492 -0.526746885 NA -0.056944373 0.0363059125 NA -0.115587335 -0.3493255 NA 0.324739065 -0.23155479 -0.043162424 -0.24802687 NA -0.19347391 -0.245882715 NA -0.1630610715 -0.097063034 0.16525462 -0.177079015 NA -0.3483867 -0.399728585 NA 0.0565335915 -0.33962675 NA 0.15241273 -0.14635155 -0.13288659 0.159886088 NA -0.19534484 -0.065238687 NA -0.1437257515 0.12142791 -0.53533727 -0.17408801335 -0.31683068 0.13780377 -0.38116488 NA -0.24787736 -0.5721025 NA -0.389956215 0.053237664 -0.0085500496 -0.034293037 NA -0.33928193 0.0838210465 NA -0.1938813095 0.212359 NA -0.268281715 0.32763238 -0.18509269 -0.295262095 NA
"21" "1" "WALKING" NA 0.21459006 -0.029167342 NA -0.246205715 0.11127781 -0.37396061 0.94361477 -0.25203524 -0.11160265 -0.964925385 NA -0.96616017 0.304988255 NA -0.331750045 -0.10173292 0.18409967 -0.526321375 NA -0.10873117 0.1035689315 NA -0.131937295 -0.31606302 NA 0.109613134 -0.26967159 -0.12156514 -0.23287965 NA -0.194744395 -0.23242233 NA -0.17521415 -0.28756092 -0.09711776 -0.173874205 -0.16818626 -0.33001799 -0.38323802 NA -0.0386015235 -0.27368752 NA 0.0051402975 -0.11065828 -0.12141019 0.258229455 NA -0.11437354 0.014556974 NA -0.164498797 -0.02118834 NA -0.128287891 -0.48198596 0.078746187 -0.393845625 NA -0.214950138 -0.554172675 NA -0.409611095 0.096134195 0.049689228 0.0409559875 NA -0.36193937 0.20422125 NA -0.0953630045 0.2560597415 NA -0.24846527 0.34863426 -0.2524517 -0.394328865 NA
"22" "1" "WALKING" NA NA -0.0196462115 -0.0634669365 NA 0.0759221115 -0.11319624 0.92691117 -0.27693716 NA -0.99000095 -0.96622601 NA 0.02630192 -0.037260786 NA -0.0803732145 -0.029600637 -0.41614683 -0.028347065 NA 0.05612085 -0.516429815 NA -0.323384445 0.064369619 -0.25875977 -0.044584488 NA -0.34961065 -0.35769461 NA -0.25303176 -0.1665865035 NA -0.0583165445 -0.14985071 -0.12473324 -0.16878494 NA -0.361930685 -0.222088315 NA -0.37676923 -0.27364908 -0.031842303 -0.28088927 -0.28387838 0.15607623 0.0176247375 NA -0.0752444825 -0.469781125 NA 0.097758277 -0.53828508 -0.18417186 -0.327680505 NA -0.28495002 -0.1280976205 NA -0.536853115 -0.08680965 NA 0.0515784395 0.063447474 -0.15294643 -0.114693654 NA 0.173934705 -0.1051387345 NA 0.0746579445 -0.30917911 -0.3260601 0.27074809 -0.43183165 -0.41491512 0.318774645
"23" "1" "WALKING" NA NA -0.0217700727 -0.08615777 NA 0.185000875 -0.20856333 0.92217194 -0.271157645 NA -0.9878648 -0.97231453 NA 0.175787395 0.037430383 NA -0.0556041435 0.053981333 -0.30357562 -0.0390631135 NA 0.089388677 -0.470654435 NA -0.32831347 0.18603411 0.068244098 -0.30365292 -0.24989187 -0.28039758 -0.39931017 NA -0.27428713 -0.1319981225 NA -0.1319772175 -0.15836859 -0.13323726 -0.23441867 NA -0.30582461 -0.28625116 NA -0.410466775 -0.2675901 NA -0.28426176 -0.21796917 0.1235032 0.0902718915 NA -0.13644232 -0.442688895 NA 0.1262411 -0.64777257 -0.27849372 -0.423348225 0.054236989 -0.39262212 -0.13566603 NA -0.55081475 -0.0214482895 NA -0.23167127 0.012079807 -0.10151773 -0.1150838175 NA 0.19937486 -0.1036733815 NA 0.0242562545 -0.33261203 NA 0.301279425 -0.40103832 -0.19034437 0.24503792
"24" "1" "WALKING" NA NA -0.029402328 -0.0649828475 NA 0.102150373 -0.16193047 0.92493087 -0.27061172 NA -0.98786793 -0.98033263 NA 0.17307108 -0.37921519 NA -0.039797393 0.028659631 -0.29194626 -0.02754096865 NA 0.11990131 -0.46072151 NA -0.359369775 0.034467284 -0.056623668 -0.1562064835 -0.34571615 -0.3143186 -0.360384815 NA -0.22685598 -0.1267457115 NA -0.145520195 -0.19927244 -0.16999712 -0.233782225 NA -0.306925 -0.23880879 NA -0.36638128 -0.28372378 NA -0.266049155 -0.3321629 0.044650579 0.229077795 NA -0.035013809 -0.455233485 NA 0.226989964 -0.5521501 -0.15206701 -0.429083215 NA -0.40505868 -0.115922497 NA -0.53079181 -0.034160682 NA -0.052282356 -0.1440376 0.2010154 -0.0866473104 NA 0.144234375 -0.132371395 NA 0.156491068315 -0.33790803 -0.33749684 0.26106101 -0.42818587 -0.32553552 0.28774351
